estado,clave,tipo,mate_6,num_evaluados_total,marginacion
ESTADO DE MEXICO,15EPR4315Y,GENERAL,546.28,30,MUY BAJO
ESTADO DE MEXICO,15EPR4316X,GENERAL,482.15,35,MEDIO
ESTADO DE MEXICO,15EPR4317W,GENERAL,535.32,28,ALTO
ESTADO DE MEXICO,15EPR4318V,GENERAL,407.39,1,ALTO
ESTADO DE MEXICO,15EPR4319U,GENERAL,463.7,24,MUY BAJO
ESTADO DE MEXICO,15EPR4320J,GENERAL,582.7,31,MUY BAJO
ESTADO DE MEXICO,15EPR4321I,GENERAL,527.12,117,MUY BAJO
ESTADO DE MEXICO,15EPR4322H,GENERAL,494.37,38,MUY BAJO
ESTADO DE MEXICO,15EPR4324F,GENERAL,506.54,16,MUY BAJO
ESTADO DE MEXICO,15EPR4325E,GENERAL,529,21,MUY BAJO
ESTADO DE MEXICO,15EPR4326D,GENERAL,558.88,78,MUY BAJO
ESTADO DE MEXICO,15EPR4327C,GENERAL,505.54,35,MEDIO
ESTADO DE MEXICO,15EPR4328B,GENERAL,533.47,15,ALTO
ESTADO DE MEXICO,15EPR4329A,GENERAL,497.3,19,MUY BAJO
ESTADO DE MEXICO,15EPR4330Q,GENERAL,496.55,37,MUY BAJO
ESTADO DE MEXICO,15EPR4331P,GENERAL,497.41,60,MUY BAJO
ESTADO DE MEXICO,15EPR4332O,GENERAL,486.03,56,MUY BAJO
ESTADO DE MEXICO,15EPR4333N,GENERAL,533,21,ALTO
ESTADO DE MEXICO,15EPR4334M,GENERAL,471.77,8,ALTO
ESTADO DE MEXICO,15EPR4335L,GENERAL,367.75,3,MUY BAJO
ESTADO DE MEXICO,15EPR4336K,GENERAL,454.62,5,MUY ALTO
ESTADO DE MEXICO,15EPR4337J,GENERAL,513.97,37,MUY BAJO
ESTADO DE MEXICO,15EPR4338I,GENERAL,536.42,14,ALTO
ESTADO DE MEXICO,15EPR4339H,GENERAL,466.85,38,MUY BAJO
ESTADO DE MEXICO,15EPR4341W,GENERAL,414.82,8,MUY BAJO
ESTADO DE MEXICO,15EPR4342V,GENERAL,488.3,30,BAJO
ESTADO DE MEXICO,15EPR4343U,GENERAL,479.89,23,BAJO
ESTADO DE MEXICO,15EPR4344T,GENERAL,467.96,32,BAJO
ESTADO DE MEXICO,15EPR4345S,GENERAL,496.92,52,MUY BAJO
ESTADO DE MEXICO,15EPR4346R,GENERAL,427.53,27,BAJO
ESTADO DE MEXICO,15EPR4347Q,GENERAL,524.69,57,MUY BAJO
ESTADO DE MEXICO,15EPR4348P,GENERAL,480.99,40,MUY BAJO
ESTADO DE MEXICO,15EPR4349O,GENERAL,524.11,33,BAJO
ESTADO DE MEXICO,15EPR4351C,GENERAL,485.7,6,MUY BAJO
ESTADO DE MEXICO,15EPR4352B,GENERAL,412,8,MUY BAJO
ESTADO DE MEXICO,15EPR4353A,GENERAL,469.64,51,MUY BAJO
ESTADO DE MEXICO,15EPR4354Z,GENERAL,502.32,138,MUY BAJO
ESTADO DE MEXICO,15EPR4356Y,GENERAL,587.1,7,MUY BAJO
ESTADO DE MEXICO,15EPR4358W,GENERAL,430.82,10,MEDIO
ESTADO DE MEXICO,15EPR4360K,GENERAL,504.97,33,BAJO
ESTADO DE MEXICO,15EPR4361J,GENERAL,404.23,5,ALTO
ESTADO DE MEXICO,15EPR4362I,GENERAL,540.57,38,BAJO
ESTADO DE MEXICO,15EPR4363H,GENERAL,543.17,71,BAJO
ESTADO DE MEXICO,15EPR4364G,GENERAL,573.73,73,MUY BAJO
ESTADO DE MEXICO,15EPR4365F,GENERAL,521.27,24,BAJO
ESTADO DE MEXICO,15EPR4366E,GENERAL,503.05,73,MUY BAJO
ESTADO DE MEXICO,15EPR4367D,GENERAL,548.09,73,BAJO
ESTADO DE MEXICO,15EPR4368C,GENERAL,561.33,29,MUY BAJO
ESTADO DE MEXICO,15EPR4370R,GENERAL,453.2,44,MEDIO
ESTADO DE MEXICO,15EPR4371Q,GENERAL,468.41,133,MUY BAJO
ESTADO DE MEXICO,15EPR4372P,GENERAL,525.13,20,BAJO
ESTADO DE MEXICO,15EPR4374N,GENERAL,451.81,37,BAJO
ESTADO DE MEXICO,15EPR4375M,GENERAL,522.77,27,MUY BAJO
ESTADO DE MEXICO,15EPR4377K,GENERAL,561.44,118,MUY BAJO
ESTADO DE MEXICO,15EPR4378J,GENERAL,516.56,43,BAJO
ESTADO DE MEXICO,15EPR4379I,GENERAL,493.91,67,BAJO
ESTADO DE MEXICO,15EPR4380Y,GENERAL,478.99,7,ALTO
ESTADO DE MEXICO,15EPR4381X,GENERAL,483.44,1,ALTO
ESTADO DE MEXICO,15EPR4382W,GENERAL,500.68,8,ALTO
ESTADO DE MEXICO,15EPR4383V,GENERAL,0,0,MUY BAJO
ESTADO DE MEXICO,15EPR4384U,GENERAL,511.52,34,MUY BAJO
ESTADO DE MEXICO,15EPR4385T,GENERAL,545.19,31,BAJO
ESTADO DE MEXICO,15EPR4386S,GENERAL,538.83,34,BAJO
ESTADO DE MEXICO,15EPR4387R,GENERAL,463.04,48,MUY BAJO
ESTADO DE MEXICO,15EPR4388Q,GENERAL,494.77,29,ALTO
ESTADO DE MEXICO,15EPR4391D,GENERAL,525.86,9,MUY ALTO
ESTADO DE MEXICO,15EPR4392C,GENERAL,539.59,18,MEDIO
ESTADO DE MEXICO,15EPR4393B,GENERAL,541.44,32,MUY BAJO
ESTADO DE MEXICO,15EPR4395Z,GENERAL,541.4,32,MUY BAJO
ESTADO DE MEXICO,15EPR4396Z,GENERAL,470.55,25,MUY BAJO
ESTADO DE MEXICO,15EPR4397Y,GENERAL,539.46,48,MUY BAJO
ESTADO DE MEXICO,15EPR4398X,GENERAL,468.39,87,MUY BAJO
ESTADO DE MEXICO,15EPR4399W,GENERAL,489.65,85,MUY BAJO
ESTADO DE MEXICO,15EPR4400V,GENERAL,473.53,31,MUY BAJO
ESTADO DE MEXICO,15EPR4401U,GENERAL,416.1,5,ALTO
ESTADO DE MEXICO,15EPR4402T,GENERAL,487.34,40,MUY BAJO
ESTADO DE MEXICO,15EPR4403S,GENERAL,569.62,89,MUY BAJO
ESTADO DE MEXICO,15EPR4405Q,GENERAL,455.79,45,MUY BAJO
ESTADO DE MEXICO,15EPR4406P,GENERAL,0,0,MUY BAJO
ESTADO DE MEXICO,15EPR4408N,GENERAL,529.26,32,MUY BAJO
ESTADO DE MEXICO,15EPR4409M,GENERAL,515.89,40,MUY BAJO
ESTADO DE MEXICO,15EPR4411A,GENERAL,528.76,48,ALTO
ESTADO DE MEXICO,15EPR4412Z,GENERAL,392.4,7,ALTO
ESTADO DE MEXICO,15EPR4413Z,GENERAL,419.78,2,ALTO
ESTADO DE MEXICO,15EPR4414Y,GENERAL,498.24,29,BAJO
ESTADO DE MEXICO,15EPR4415X,GENERAL,522.13,37,MUY BAJO
ESTADO DE MEXICO,15EPR4416W,GENERAL,591.37,29,MUY BAJO
ESTADO DE MEXICO,15EPR4418U,GENERAL,576.26,38,BAJO
ESTADO DE MEXICO,15EPR4419T,GENERAL,538.02,34,MUY BAJO
ESTADO DE MEXICO,15EPR4420I,GENERAL,442.62,19,MUY BAJO
ESTADO DE MEXICO,15EPR4421H,GENERAL,560,34,MUY BAJO
ESTADO DE MEXICO,15EPR4422G,GENERAL,465.51,7,ALTO
ESTADO DE MEXICO,15EPR4423F,GENERAL,403.85,3,ALTO
ESTADO DE MEXICO,15EPR4424E,GENERAL,507.8,35,BAJO
ESTADO DE MEXICO,15EPR4425D,GENERAL,499.69,31,BAJO
ESTADO DE MEXICO,15EPR4426C,GENERAL,521.03,59,MUY BAJO
ESTADO DE MEXICO,15EPR4427B,GENERAL,449.94,75,MUY BAJO
ESTADO DE MEXICO,15EPR4428A,GENERAL,433.22,11,MUY BAJO
ESTADO DE MEXICO,15EPR4429Z,GENERAL,466.13,33,MUY BAJO
ESTADO DE MEXICO,15EPR4430P,GENERAL,0,0,MUY BAJO
ESTADO DE MEXICO,15EPR4432N,GENERAL,517.78,27,MUY BAJO
ESTADO DE MEXICO,15EPR4435K,GENERAL,0,0,MUY BAJO
ESTADO DE MEXICO,15EPR4436J,GENERAL,510.68,17,MUY BAJO
ESTADO DE MEXICO,15EPR4437I,GENERAL,486.21,51,MUY BAJO
ESTADO DE MEXICO,15EPR4438H,GENERAL,470.99,91,MUY BAJO
ESTADO DE MEXICO,15EPR4440W,GENERAL,566.97,33,MUY BAJO
ESTADO DE MEXICO,15EPR4441V,GENERAL,691.75,9,MUY BAJO
ESTADO DE MEXICO,15EPR4442U,GENERAL,510.92,89,MUY BAJO
ESTADO DE MEXICO,15EPR4443T,GENERAL,534.31,99,MUY BAJO
ESTADO DE MEXICO,15EPR4444S,GENERAL,531.09,69,MUY BAJO
ESTADO DE MEXICO,15EPR4445R,GENERAL,519.73,49,BAJO
ESTADO DE MEXICO,15EPR4446Q,GENERAL,530.85,79,MUY BAJO
ESTADO DE MEXICO,15EPR4447P,GENERAL,522.46,36,MUY BAJO
ESTADO DE MEXICO,15EPR4448O,GENERAL,545.36,37,MUY BAJO
ESTADO DE MEXICO,15EPR4449N,GENERAL,463.91,24,MUY BAJO
ESTADO DE MEXICO,15EPR4450C,GENERAL,456.61,34,MUY BAJO
ESTADO DE MEXICO,15EPR4451B,GENERAL,537.83,35,MUY BAJO
ESTADO DE MEXICO,15EPR4452A,GENERAL,396.98,6,MEDIO
ESTADO DE MEXICO,15EPR4453Z,GENERAL,350.39,3,ALTO
ESTADO DE MEXICO,15EPR4455Y,GENERAL,471.51,12,ALTO
ESTADO DE MEXICO,15EPR4456X,GENERAL,499.05,23,MEDIO
ESTADO DE MEXICO,15EPR4457W,GENERAL,440.24,9,ALTO
ESTADO DE MEXICO,15EPR4459U,GENERAL,400.3,8,ALTO
ESTADO DE MEXICO,15EPR4462H,GENERAL,575.53,104,BAJO
ESTADO DE MEXICO,15EPR4463G,GENERAL,450.23,21,ALTO
ESTADO DE MEXICO,15EPR4464F,GENERAL,451.02,24,MUY BAJO
ESTADO DE MEXICO,15EPR4465E,GENERAL,599.97,2,MUY BAJO
ESTADO DE MEXICO,15EPR4466D,GENERAL,457.82,15,MUY BAJO
ESTADO DE MEXICO,15EPR4467C,GENERAL,484.43,39,MUY BAJO
ESTADO DE MEXICO,15EPR4469A,GENERAL,461.09,37,MUY BAJO
ESTADO DE MEXICO,15EPR4471P,GENERAL,492.3,59,MUY BAJO
ESTADO DE MEXICO,15EPR4472O,GENERAL,492.03,38,MUY BAJO
ESTADO DE MEXICO,15EPR4473N,GENERAL,535.01,35,MUY BAJO
ESTADO DE MEXICO,15EPR4474M,GENERAL,442.62,27,MUY BAJO
ESTADO DE MEXICO,15EPR4475L,GENERAL,497.9,28,MUY BAJO
ESTADO DE MEXICO,15EPR4476K,GENERAL,487.96,37,BAJO
ESTADO DE MEXICO,15EPR4477J,GENERAL,517.31,107,MUY BAJO
ESTADO DE MEXICO,15EPR4478I,GENERAL,483.26,39,MUY BAJO
ESTADO DE MEXICO,15EPR4479H,GENERAL,528.65,15,BAJO
ESTADO DE MEXICO,15EPR4480X,GENERAL,468.46,23,MUY BAJO
ESTADO DE MEXICO,15EPR4482V,GENERAL,473.11,22,MUY BAJO
ESTADO DE MEXICO,15EPR4483U,GENERAL,467.39,19,MUY BAJO
ESTADO DE MEXICO,15EPR4484T,GENERAL,467.02,12,BAJO
ESTADO DE MEXICO,15EPR4487Q,GENERAL,478.2,12,MUY BAJO
ESTADO DE MEXICO,15EPR4488P,GENERAL,548.48,108,MUY BAJO
ESTADO DE MEXICO,15EPR4489O,GENERAL,471.28,19,MUY BAJO
ESTADO DE MEXICO,15EPR4490D,GENERAL,492.31,26,MUY BAJO
ESTADO DE MEXICO,15EPR4491C,GENERAL,485.74,24,BAJO
ESTADO DE MEXICO,15EPR4492B,GENERAL,541.93,29,MUY BAJO
ESTADO DE MEXICO,15EPR4493A,GENERAL,495.54,40,MUY BAJO
ESTADO DE MEXICO,15EPR4494Z,GENERAL,599.26,40,MUY BAJO
ESTADO DE MEXICO,15EPR4495Z,GENERAL,477.97,50,MUY BAJO
ESTADO DE MEXICO,15EPR4496Y,GENERAL,455.6,22,MUY BAJO
ESTADO DE MEXICO,15EPR4497X,GENERAL,528.67,111,MUY BAJO
ESTADO DE MEXICO,15EPR4498W,GENERAL,469.12,33,MUY BAJO
ESTADO DE MEXICO,15EPR4499V,GENERAL,482.9,5,MEDIO
ESTADO DE MEXICO,15EPR4500U,GENERAL,437.01,7,ALTO
ESTADO DE MEXICO,15EPR4501T,GENERAL,571.24,76,BAJO
ESTADO DE MEXICO,15EPR4502S,GENERAL,495.53,30,MUY BAJO
ESTADO DE MEXICO,15EPR4503R,GENERAL,509.74,17,BAJO
ESTADO DE MEXICO,15EPR4504Q,GENERAL,484.65,24,BAJO
ESTADO DE MEXICO,15EPR4505P,GENERAL,488.97,57,BAJO
ESTADO DE MEXICO,15EPR4506O,GENERAL,588.28,40,MUY BAJO
ESTADO DE MEXICO,15EPR4507N,GENERAL,590.48,27,MUY BAJO
ESTADO DE MEXICO,15EPR4509L,GENERAL,471.19,19,MUY BAJO
ESTADO DE MEXICO,15EPR4510A,GENERAL,525.68,41,MUY BAJO
ESTADO DE MEXICO,15EPR4511Z,GENERAL,414.64,17,MUY BAJO
ESTADO DE MEXICO,15EPR4512Z,GENERAL,471.4,44,BAJO
ESTADO DE MEXICO,15EPR4513Y,GENERAL,522,20,MUY BAJO
ESTADO DE MEXICO,15EPR4514X,GENERAL,397.21,2,BAJO
ESTADO DE MEXICO,15EPR4515W,GENERAL,479.72,44,ALTO
ESTADO DE MEXICO,15EPR4516V,GENERAL,441.68,58,ALTO
ESTADO DE MEXICO,15EPR4517U,GENERAL,497.94,5,BAJO
ESTADO DE MEXICO,15EPR4518T,GENERAL,538.56,69,MUY BAJO
ESTADO DE MEXICO,15EPR4519S,GENERAL,499.03,89,MUY BAJO
ESTADO DE MEXICO,15EPR4520H,GENERAL,501.26,22,MUY BAJO
ESTADO DE MEXICO,15EPR4521G,GENERAL,536.62,71,MUY BAJO
ESTADO DE MEXICO,15EPR4522F,GENERAL,501.41,51,MUY BAJO
ESTADO DE MEXICO,15EPR4523E,GENERAL,566.24,97,MUY BAJO
ESTADO DE MEXICO,15EPR4524D,GENERAL,553.83,42,MUY BAJO
ESTADO DE MEXICO,15EPR4525C,GENERAL,591.1,77,MUY BAJO
ESTADO DE MEXICO,15EPR4526B,GENERAL,513.82,47,MUY BAJO
ESTADO DE MEXICO,15EPR4527A,GENERAL,508.37,58,MUY BAJO
ESTADO DE MEXICO,15EPR4528Z,GENERAL,508.54,122,MUY BAJO
ESTADO DE MEXICO,15EPR4529Z,GENERAL,445.97,44,MUY BAJO
ESTADO DE MEXICO,15EPR4532M,GENERAL,533.61,16,MUY BAJO
ESTADO DE MEXICO,15EPR4533L,GENERAL,554.86,81,MUY BAJO
ESTADO DE MEXICO,15EPR4534K,GENERAL,510.55,57,MUY BAJO
ESTADO DE MEXICO,15EPR4535J,GENERAL,550.22,116,MUY BAJO
ESTADO DE MEXICO,15EPR4536I,GENERAL,472.23,78,MUY BAJO
ESTADO DE MEXICO,15EPR4537H,GENERAL,507.43,26,MUY BAJO
ESTADO DE MEXICO,15EPR4538G,GENERAL,530.27,38,MUY BAJO
ESTADO DE MEXICO,15EPR4540V,GENERAL,458.12,44,MUY BAJO
ESTADO DE MEXICO,15EPR4542T,GENERAL,491.03,24,MUY BAJO
ESTADO DE MEXICO,15EPR4543S,GENERAL,493.31,33,MUY BAJO
ESTADO DE MEXICO,15EPR4545Q,GENERAL,530.33,16,MUY BAJO
ESTADO DE MEXICO,15EPR4546P,GENERAL,568.44,100,MUY BAJO
ESTADO DE MEXICO,15EPR4547O,GENERAL,495.26,73,MUY BAJO
ESTADO DE MEXICO,15EPR4548N,GENERAL,459.83,137,MUY BAJO
ESTADO DE MEXICO,15EPR4549M,GENERAL,473.03,8,ALTO
ESTADO DE MEXICO,15EPR4551A,GENERAL,518.09,10,MUY BAJO
ESTADO DE MEXICO,15EPR4552Z,GENERAL,429.59,6,MUY ALTO
ESTADO DE MEXICO,15EPR4553Z,GENERAL,478.63,77,MUY BAJO
ESTADO DE MEXICO,15EPR4554Y,GENERAL,444.11,7,ALTO
ESTADO DE MEXICO,15EPR4555X,GENERAL,453.3,29,MUY BAJO
ESTADO DE MEXICO,15EPR4556W,GENERAL,508.8,15,BAJO
ESTADO DE MEXICO,15EPR4557V,GENERAL,479.3,11,BAJO
ESTADO DE MEXICO,15EPR4558U,GENERAL,642.77,54,MUY BAJO
ESTADO DE MEXICO,15EPR4560I,GENERAL,545.01,86,MUY BAJO
ESTADO DE MEXICO,15EPR4561H,GENERAL,454.06,19,BAJO
ESTADO DE MEXICO,15EPR4562G,GENERAL,515.65,45,MUY BAJO
ESTADO DE MEXICO,15EPR4563F,GENERAL,568.92,70,MUY BAJO
ESTADO DE MEXICO,15EPR4564E,GENERAL,509,58,MUY BAJO
ESTADO DE MEXICO,15EPR4565D,GENERAL,510.98,108,MUY BAJO
ESTADO DE MEXICO,15EPR4568A,GENERAL,525.39,29,BAJO
ESTADO DE MEXICO,15EPR4571O,GENERAL,546.86,35,MEDIO
ESTADO DE MEXICO,15EPR4573M,GENERAL,546.85,42,MUY BAJO
ESTADO DE MEXICO,15EPR4574L,GENERAL,527.45,35,MUY BAJO
ESTADO DE MEXICO,15EPR4575K,GENERAL,463.3,64,MUY BAJO
ESTADO DE MEXICO,15EPR4576J,GENERAL,555.92,29,MUY BAJO
ESTADO DE MEXICO,15EPR4578H,GENERAL,0,0,MUY BAJO
ESTADO DE MEXICO,15EPR4579G,GENERAL,538.01,67,MUY BAJO
ESTADO DE MEXICO,15EPR4581V,GENERAL,370.93,8,MUY ALTO
ESTADO DE MEXICO,15EPR4582U,GENERAL,558.35,1,ALTO
ESTADO DE MEXICO,15EPR4583T,GENERAL,0,0,BAJO
ESTADO DE MEXICO,15EPR4584S,GENERAL,490.35,15,MUY BAJO
ESTADO DE MEXICO,15EPR4585R,GENERAL,437.47,7,MEDIO
ESTADO DE MEXICO,15EPR4587P,GENERAL,520.08,6,ALTO
ESTADO DE MEXICO,15EPR4588O,GENERAL,591.72,24,MEDIO
ESTADO DE MEXICO,15EPR4589N,GENERAL,552.42,21,BAJO
ESTADO DE MEXICO,15EPR4590C,GENERAL,636.91,32,BAJO
ESTADO DE MEXICO,15EPR4591B,GENERAL,540.05,114,MUY BAJO
ESTADO DE MEXICO,15EPR4593Z,GENERAL,559.55,35,MEDIO
ESTADO DE MEXICO,15EPR4597W,GENERAL,536.27,24,BAJO
ESTADO DE MEXICO,15EPR4598V,GENERAL,556.49,22,MUY BAJO
ESTADO DE MEXICO,15EPR4599U,GENERAL,529.1,19,BAJO
ESTADO DE MEXICO,15EPR4600T,GENERAL,500.55,52,MUY BAJO
ESTADO DE MEXICO,15EPR4601S,GENERAL,721.42,20,MUY BAJO
ESTADO DE MEXICO,15EPR4602R,GENERAL,451.55,18,ALTO
ESTADO DE MEXICO,15EPR4603Q,GENERAL,510.42,29,BAJO
ESTADO DE MEXICO,15EPR4604P,GENERAL,471.21,29,BAJO
ESTADO DE MEXICO,15EPR4605O,GENERAL,482.24,50,BAJO
ESTADO DE MEXICO,15EPR4606N,GENERAL,466.14,37,MUY BAJO
ESTADO DE MEXICO,15EPR4607M,GENERAL,480.93,21,ALTO
ESTADO DE MEXICO,15EPR4609K,GENERAL,508.51,34,BAJO
ESTADO DE MEXICO,15EPR4610Z,GENERAL,476.81,93,BAJO
ESTADO DE MEXICO,15EPR4613X,GENERAL,493.75,38,MUY BAJO
ESTADO DE MEXICO,15EPR4614W,GENERAL,561.71,39,MUY BAJO
ESTADO DE MEXICO,15EPR4615V,GENERAL,464.37,14,MUY BAJO
ESTADO DE MEXICO,15EPR4617T,GENERAL,516.47,132,MUY BAJO
ESTADO DE MEXICO,15EPR4618S,GENERAL,483.08,122,MUY BAJO
ESTADO DE MEXICO,15EPR4619R,GENERAL,495.32,120,MUY BAJO
ESTADO DE MEXICO,15EPR4620G,GENERAL,485.9,72,MUY BAJO
ESTADO DE MEXICO,15EPR4621F,GENERAL,549.07,31,BAJO
ESTADO DE MEXICO,15EPR4622E,GENERAL,535.6,76,MUY BAJO
ESTADO DE MEXICO,15EPR4623D,GENERAL,487.95,23,MUY BAJO
ESTADO DE MEXICO,15EPR4624C,GENERAL,514.15,41,MUY BAJO
ESTADO DE MEXICO,15EPR4625B,GENERAL,532.69,110,MUY BAJO
ESTADO DE MEXICO,15EPR4626A,GENERAL,481.41,74,MUY BAJO
ESTADO DE MEXICO,15EPR4627Z,GENERAL,526.46,72,MUY BAJO
ESTADO DE MEXICO,15EPR4628Z,GENERAL,534.06,126,MUY BAJO
ESTADO DE MEXICO,15EPR4629Y,GENERAL,491.13,47,MUY BAJO
ESTADO DE MEXICO,15EPR4630N,GENERAL,464.09,24,MUY BAJO
ESTADO DE MEXICO,15EPR4631M,GENERAL,602.32,43,MUY BAJO
ESTADO DE MEXICO,15EPR4632L,GENERAL,526.44,30,MUY BAJO
ESTADO DE MEXICO,15EPR4633K,GENERAL,510.97,45,MUY BAJO
ESTADO DE MEXICO,15EPR4634J,GENERAL,538.39,23,MUY BAJO
ESTADO DE MEXICO,15EPR4635I,GENERAL,589.27,18,MUY BAJO
ESTADO DE MEXICO,15EPR4636H,GENERAL,552.1,41,MUY BAJO
ESTADO DE MEXICO,15EPR4637G,GENERAL,493.36,30,MUY BAJO
ESTADO DE MEXICO,15EPR4639E,GENERAL,441.81,33,MUY BAJO
ESTADO DE MEXICO,15EPR4640U,GENERAL,504.46,50,ALTO
ESTADO DE MEXICO,15EPR4641T,GENERAL,468.08,32,MUY BAJO
ESTADO DE MEXICO,15EPR4642S,GENERAL,556.09,31,BAJO
ESTADO DE MEXICO,15EPR4644Q,GENERAL,543.75,4,BAJO
ESTADO DE MEXICO,15EPR4645P,GENERAL,533.2,17,ALTO
ESTADO DE MEXICO,15EPR4648M,GENERAL,506.82,28,MUY BAJO
ESTADO DE MEXICO,15EPR4649L,GENERAL,537.42,56,MUY BAJO
ESTADO DE MEXICO,15EPR4650A,GENERAL,480.76,32,MUY BAJO
ESTADO DE MEXICO,15EPR4652Z,GENERAL,520.05,90,MUY BAJO
ESTADO DE MEXICO,15EPR4653Y,GENERAL,514.04,31,MUY BAJO
ESTADO DE MEXICO,15EPR4654X,GENERAL,512.6,72,MUY BAJO
ESTADO DE MEXICO,15EPR4656V,GENERAL,491.19,7,MEDIO
ESTADO DE MEXICO,15EPR4657U,GENERAL,560.29,88,MUY BAJO
ESTADO DE MEXICO,15EPR4659S,GENERAL,591.62,14,MUY BAJO
ESTADO DE MEXICO,15EPR4660H,GENERAL,520.45,98,MUY BAJO
ESTADO DE MEXICO,15EPR4661G,GENERAL,451.22,31,BAJO
ESTADO DE MEXICO,15EPR4662F,GENERAL,537.96,20,BAJO
ESTADO DE MEXICO,15EPR4663E,GENERAL,474.5,31,BAJO
ESTADO DE MEXICO,15EPR4664D,GENERAL,449.47,23,MUY BAJO
ESTADO DE MEXICO,15EPR4665C,GENERAL,418.89,20,ALTO
ESTADO DE MEXICO,15EPR4666B,GENERAL,456.01,36,BAJO
ESTADO DE MEXICO,15EPR4667A,GENERAL,486.46,31,BAJO
ESTADO DE MEXICO,15EPR4668Z,GENERAL,558.38,16,MUY BAJO
ESTADO DE MEXICO,15EPR4669Z,GENERAL,479.27,7,MUY BAJO
ESTADO DE MEXICO,15EPR4670O,GENERAL,481.8,89,MUY BAJO
ESTADO DE MEXICO,15EPR4671N,GENERAL,429.68,9,BAJO
ESTADO DE MEXICO,15EPR4672M,GENERAL,447.42,9,MUY BAJO
ESTADO DE MEXICO,15EPR4673L,GENERAL,435.86,19,BAJO
ESTADO DE MEXICO,15EPR4674K,GENERAL,498.96,70,MUY BAJO
ESTADO DE MEXICO,15EPR4675J,GENERAL,433.86,12,MEDIO
ESTADO DE MEXICO,15EPR4676I,GENERAL,413.16,5,MUY BAJO
ESTADO DE MEXICO,15EPR4677H,GENERAL,471.53,30,MUY BAJO
ESTADO DE MEXICO,15EPR4678G,GENERAL,503.59,15,MUY BAJO
ESTADO DE MEXICO,15EPR4679F,GENERAL,591.69,35,MUY BAJO
ESTADO DE MEXICO,15EPR4680V,GENERAL,519.83,25,MUY BAJO
ESTADO DE MEXICO,15EPR4681U,GENERAL,574.72,15,BAJO
ESTADO DE MEXICO,15EPR4682T,GENERAL,514.29,109,MUY BAJO
ESTADO DE MEXICO,15EPR4683S,GENERAL,522.27,106,MUY BAJO
ESTADO DE MEXICO,15EPR4684R,GENERAL,0,0,MUY BAJO
ESTADO DE MEXICO,15EPR4685Q,GENERAL,548.88,80,MUY BAJO
ESTADO DE MEXICO,15EPR4686P,GENERAL,525.29,101,MUY BAJO
ESTADO DE MEXICO,15EPR4688N,GENERAL,507.11,114,BAJO
ESTADO DE MEXICO,15EPR4689M,GENERAL,514.03,115,BAJO
ESTADO DE MEXICO,15EPR4690B,GENERAL,535.32,68,MUY BAJO
ESTADO DE MEXICO,15EPR4691A,GENERAL,555.94,41,MUY BAJO
ESTADO DE MEXICO,15EPR4692Z,GENERAL,463.17,39,MUY BAJO
ESTADO DE MEXICO,15EPR4693Z,GENERAL,433.3,18,MUY BAJO
ESTADO DE MEXICO,15EPR4694Y,GENERAL,517.23,19,MUY BAJO
ESTADO DE MEXICO,15EPR4695X,GENERAL,519.45,109,MUY BAJO
ESTADO DE MEXICO,15EPR4698U,GENERAL,480.92,18,MUY BAJO
ESTADO DE MEXICO,15EPR4699T,GENERAL,515.4,55,MUY BAJO
ESTADO DE MEXICO,15EPR4700S,GENERAL,648.92,14,MUY BAJO
ESTADO DE MEXICO,15EPR4701R,GENERAL,409.16,21,ALTO
ESTADO DE MEXICO,15EPR4702Q,GENERAL,0,0,ALTO
ESTADO DE MEXICO,15EPR4703P,GENERAL,543.03,130,MUY BAJO
ESTADO DE MEXICO,15EPR4704O,GENERAL,496.61,18,MEDIO
ESTADO DE MEXICO,15EPR4705N,GENERAL,555.56,28,MUY BAJO
ESTADO DE MEXICO,15EPR4707L,GENERAL,0,0,BAJO
ESTADO DE MEXICO,15EPR4712X,GENERAL,507.01,108,MUY BAJO
ESTADO DE MEXICO,15EPR4713W,GENERAL,466.12,23,ALTO
ESTADO DE MEXICO,15EPR4714V,GENERAL,470.89,21,MUY BAJO
ESTADO DE MEXICO,15EPR4715U,GENERAL,469.46,25,MUY BAJO
ESTADO DE MEXICO,15EPR4716T,GENERAL,495.84,13,MEDIO
ESTADO DE MEXICO,15EPR4717S,GENERAL,512.37,28,BAJO
ESTADO DE MEXICO,15EPR4718R,GENERAL,477.28,7,MEDIO
ESTADO DE MEXICO,15EPR4719Q,GENERAL,483.83,5,ALTO
ESTADO DE MEXICO,15EPR4720F,GENERAL,0,0,ALTO
ESTADO DE MEXICO,15EPR4721E,GENERAL,456.29,16,MUY BAJO
ESTADO DE MEXICO,15EPR4722D,GENERAL,452.72,9,ALTO
ESTADO DE MEXICO,15EPR4723C,GENERAL,513.97,49,MUY BAJO
ESTADO DE MEXICO,15EPR4724B,GENERAL,572.69,36,MUY BAJO
ESTADO DE MEXICO,15EPR4725A,GENERAL,620.43,58,MUY BAJO
ESTADO DE MEXICO,15EPR4726Z,GENERAL,523.95,34,MUY BAJO
ESTADO DE MEXICO,15EPR4727Z,GENERAL,461.2,52,MEDIO
ESTADO DE MEXICO,15EPR4728Y,GENERAL,414.35,7,MUY BAJO
ESTADO DE MEXICO,15EPR4729X,GENERAL,498.88,25,MUY BAJO
ESTADO DE MEXICO,15EPR4730M,GENERAL,434.66,33,BAJO
